keyword,score,category
택트/Noun,0.045666881,
장신/Noun,0.045611396,
알쏭달쏭함/Adjective,0.045605274,
묵었/Verb,0.045587726,
엇슴둥/Noun,0.045586177,
장잠/Noun,0.045586163,
들었구/Verb,0.045580502,
들을만한/Verb,0.045570375,
조라/Verb,0.045564208,
꼭층/Noun,0.045561936,
는지/Verb,0.045558539,
택했/Noun,0.045554109,
베게만/Verb,0.045554109,
존재/Noun,0.045546991,
원했었는데/Adjective,0.045546791,
퀘렌시/Noun,0.045538078,
즐거운하/Adjective,0.045525949,
적으러/Verb,0.045525949,
웨이트/Noun,0.045525949,
바텐더/Noun,0.045525949,
꼽힌다/Verb,0.045525949,
추울까봐/Verb,0.045522348,
치료/Noun,0.045514148,
타이머/Noun,0.045490629,
잘마/Verb,0.045478231,
무리하구잘/Adjective,0.045478231,
나아지게/Verb,0.045478231,
겨울방학/Noun,0.045478231,
가하고싶어/Verb,0.045478231,
415/Number,0.045478231,
넘어갈수있었어요/Verb,0.045468656,
왔으나/Verb,0.045460018,
적은게/Verb,0.045455209,
찍어주셨는데/Verb,0.045438109,
셔터/Noun,0.045438109,
누르실/Verb,0.045438109,
완벽해용/Adjective,0.045437262,
않았을까요/Verb,0.045436606,
꾸며져있었습니다/Verb,0.045427875,
나쁜것도/Adjective,0.045413633,
한것인지/Verb,0.04541326,
봤으면/Verb,0.04541326,
번예/Noun,0.04541326,
졸귀/Noun,0.045406759,
이쁩니당/Adjective,0.045399548,
좀부죄/Noun,0.045395451,
스케이트화/Noun,0.045395451,
잘니와/Verb,0.045385829,
뽀숑하/Noun,0.04537524,
담아가지/Verb,0.04537524,
없을까봐/Adjective,0.045356511,
골랐어요/Verb,0.045353815,
쾌적함에/Adjective,0.045324731,
짭짤해지는/Adjective,0.04530499,
진솔한/Adjective,0.045278292,
우편/Noun,0.045276946,
갣실/Noun,0.045268082,
객실룸/Noun,0.045268082,
기대할건/Adjective,0.045263135,
먹을꺼리/Verb,0.045258346,
털등/Noun,0.045241345,
잘알려주시고/Verb,0.045241345,
신기하더라구요/Adjective,0.045241345,
쉬다가가요/Verb,0.045223425,
走?收了/Foreign,0.045204826,
缺点：走廊?壁上有些渗水的痕迹，早???比?少，早晨/Foreign,0.045204826,
的超??，?是小?，但事先?有?通感?有些唐突/Foreign,0.045204826,
点就要退房，/Foreign,0.045204826,
?点：房??施比?新，??摩登，?工服??度也比?好/Foreign,0.045204826,
1230/Number,0.045204826,
좋아답니다/Adjective,0.045203526,
눈뜰/Verb,0.045203526,
높지도/Adjective,0.045202447,
죻습니/Noun,0.045188966,
위락시설/Noun,0.045188966,
쓸데없을만큼/Adjective,0.045188966,
하운/Noun,0.045185689,
열정/Noun,0.045180846,
해였습니다/Verb,0.045149488,
모여있어서/Verb,0.0451416,
머무실거라면/Verb,0.045132941,
다름에/Adjective,0.045132283,
철저했어요/Adjective,0.045132174,
ㅣㅇ/KoreanParticle,0.045132174,
좀해/Adjective,0.045124432,
코러/Noun,0.045111842,
넣고/Verb,0.045080922,
갈데도/Verb,0.045070649,
되있었어요/Verb,0.045056224,
해봤습니다만/Verb,0.045054652,
갑이예요/Verb,0.045048137,
씻고있는/Verb,0.04504303,
싸우는것도/Verb,0.04504303,
맡는것/Verb,0.04504303,
일본여행/Noun,0.04504229,
립니/Noun,0.045028932,
보시는걸/Verb,0.045022675,
반해서/Adjective,0.045021278,
팬티라이너/Noun,0.045012764,
마라톤/Noun,0.0450055,
깬끗/Noun,0.045001074,
뛰어나며/Adjective,0.044993275,
지었구나/Verb,0.044993202,
못잤더니/Verb,0.044993202,
해야하는/Verb,0.044992437,
있었다니/Adjective,0.044988116,
살펴보세요/Verb,0.044983735,
조쿠/Noun,0.044961369,
깔끔하네용/Adjective,0.044954686,
보여도/Verb,0.044954612,
직하니/Adjective,0.044951123,
내의/Noun,0.044947907,
향일암/Noun,0.044939506,
다녀오려고/Verb,0.044939506,
끗학느/Noun,0.044939432,
아니여서/Adjective,0.044939038,
견과류/Noun,0.044923592,
가봤으나/Verb,0.044923592,
워캉스/Noun,0.044922336,
기디/Verb,0.044921088,
편하더라/Adjective,0.044897131,
올라오니깐/Verb,0.044897131,
받으니깐/Verb,0.044897131,
가져오/Verb,0.044897131,
미루는/Verb,0.044896169,
간단하게라도/Adjective,0.044840842,
뻣뻣한/Adjective,0.044832623,
낭차/Noun,0.044823001,
빼놓고는/Verb,0.044811003,
건강해지는/Adjective,0.044806276,
ㅋㅋㅜ/KoreanParticle,0.04479557,
올라가세요/Verb,0.04479433,
해놓습니다/Verb,0.044789554,
청결하구여/Adjective,0.044789554,
맞는듯/Verb,0.044787417,
만족해여/Adjective,0.04478141,
하여습니다/Verb,0.044754697,
작게내고싶/Adjective,0.044736066,
바라신다면/Verb,0.044736066,
불편하니/Adjective,0.044735228,
불가능하여/Adjective,0.044716954,
좋아했던/Adjective,0.044713583,
씬/Noun,0.044712774,
산만/Noun,0.044702927,
동떨어져있어서/Adjective,0.044696845,
이루어져야/Verb,0.044674145,
쉬었지만/Verb,0.044674145,
불편함에도/Adjective,0.04467034,
들어오나/Verb,0.04467034,
다가갈/Verb,0.04467034,
놀랐던/Verb,0.04467034,
친절하시구여/Adjective,0.044665558,
챙기/Verb,0.044665428,
못잡으면/Verb,0.044654205,
땐꼭/Noun,0.044654205,
간결하여/Adjective,0.044653082,
장치/Noun,0.044634675,
비있는것/Verb,0.044631118,
설레는/Adjective,0.04461378,
밝아/Verb,0.044610503,
문에/Verb,0.044594225,
웃기네요/Verb,0.04459191,
까는/Verb,0.044587632,
조그맣게/Adjective,0.044573115,
사용/Noun,0.044565518,
까지라/Verb,0.044560086,
재첩/Noun,0.044544702,
편한것도/Adjective,0.044542845,
좋았을텐/Adjective,0.044523183,
프린터/Noun,0.044515164,
고흥/Noun,0.04450328,
물어주시며/Verb,0.044495566,
문진/Noun,0.044495566,
?/Foreign,0.044481701,
여유롭다고/Verb,0.044479765,
치안/Noun,0.044465557,
밤새도록/Verb,0.044461683,
?д?/Foreign,0.044449291,
部屋はキングサイズベット部屋を予約していましたが、空いていたためかス?パ?キングサイズにグレ?ドアップしてくださっており、?心地最高すぎでした！/Foreign,0.044449291,
番出口から出て徒?/Foreign,0.044449291,
泊しましたが、?掃に入ってもらうと、使用したアメニティがあれば補充、交換してくれていました/Foreign,0.044449291,
泊しましたが、/Foreign,0.044449291,
最高でした！！/Foreign,0.044449291,
日足りうるアメニティも完備されており、過ごしやすい設備だと思いました☆/Foreign,0.044449291,
日本語は不明ですが、??していただいたスタッフの方?は英語??可能でした/Foreign,0.044449291,
日、/Foreign,0.044449291,
弘大入口?から/Foreign,0.044449291,
年前にできたホテルということもあり、エアコン?面の?に/Foreign,0.044449291,
利便性、?潔さ、スタッフの方?が最高でしたのでぜひまた利用させていただきます/Foreign,0.044449291,
分ぐらいだったかと、、、近くて利便性ばつぐん！！/Foreign,0.044449291,
一つ難点としては、受託手荷物規格最大のキャリ?だと部屋で荷物をひろげるのにベットが大きくて場所を選びました/Foreign,0.044449291,
ホテルロビ?までのエレベ?タ?の中でも素敵な?いがし、ロビ?についてもラグジュアリ?感のある?いで?分があがります☆/Foreign,0.044449291,
ホテルスタッフの方たちの??含め、愛想も良く心地良かったです/Foreign,0.044449291,
チェックアウトはドアの?側に貼られていたマグネットを外につけて、カ?ドキ?はエレベ?タ?前に置かれている/Foreign,0.044449291,
コ?ドがあるので?み取ると、部屋の電?やエアコンなど携?から操作できます∑/Foreign,0.044449291,
もちろんベットサイドにもランプボタンは完備されております☆/Foreign,0.044449291,
まず、ここのホテルの?評として星５つです/Foreign,0.044449291,
の簡?などからアメニティがソ?プ類しか置かれておらず、?ブラシ、スリッパなどもろもろが自販機での購入でした。/Foreign,0.044449291,
に入れるだけで終了です/Foreign,0.044449291,
その点に?して、こちらのメルキュ?ルは/Foreign,0.044449291,
さすが/Foreign,0.044449291,
ここに泊まる前に江陵の方でも/Foreign,0.044449291,
sdgs/Alpha,0.044449291,
box/Alpha,0.044449291,
저렴한데도/Adjective,0.044447591,
하는거라서/Verb,0.044441784,
고개/Noun,0.044422344,
컵등/Noun,0.044419671,
생긴가/Verb,0.044419302,
큼하고/Verb,0.04441767,
테헤란로/Noun,0.044375741,
동향/Noun,0.044374378,
걸리며/Verb,0.044371395,
게시/Noun,0.044361621,
봅시다/Verb,0.044343769,
?食便利/Foreign,0.044326071,
非常理想的住宿/Foreign,0.044326071,
乾淨不?鬧/Foreign,0.044326071,
下次還會再去/Foreign,0.044326071,
카테고리/Noun,0.044325631,
가시는것/Verb,0.044325631,
ㅍㅋㅎㅇㅌ/KoreanParticle,0.044325631,
만찬/Noun,0.044319015,
첫날은롯데시티에서/Foreign,0.044298732,
보는데아주/Verb,0.044298732,
타며/Verb,0.04429402,
삼인실/Verb,0.044283539,
냉정/Noun,0.044283539,
어만/Modifier,0.044278131,
호캉스로/Noun,0.044274665,
남쪽/Noun,0.044266198,
가젤/Noun,0.04423731,
나왔는데도/Verb,0.044230566,
차갑거나이고/Adjective,0.044224827,
뜨겁거나/Adjective,0.044224827,
눌렀는데/Verb,0.044205439,
동일하더군요/Adjective,0.044203946,
다녀갔지만/Verb,0.044203946,
올해/Noun,0.04416718,
세련되었다/Adjective,0.044166704,
이었던것/Verb,0.044161521,
만족합니다단/Adjective,0.044157318,
이용학/Noun,0.044156871,
모나/Noun,0.044150086,
버렸답니다/Verb,0.044146542,
고정/Noun,0.044139645,
완벽해여/Adjective,0.044136152,
넣어도/Verb,0.044133023,
다녔었는데/Verb,0.044130758,
켜는데/Verb,0.044115125,
레지던스이기/Noun,0.044115125,
꺼놓든지/Verb,0.044115125,
한적하이/Adjective,0.044108514,
잇던거/Verb,0.044094868,
잇긴/Verb,0.044094868,
와셔/Verb,0.044094868,
뒤집/Verb,0.044094868,
이아닌/Foreign,0.044080962,
에어/Noun,0.0440767,
놀았답니다/Verb,0.044073089,
어뮤니티/Noun,0.044067372,
즐겁네요/Adjective,0.044062205,
좋앗던/Adjective,0.044051863,
싶다라는/Verb,0.044039633,
힘들었/Adjective,0.044036395,
주셨지요/Verb,0.044029881,
있었지요/Adjective,0.044029881,
그랬는/Adjective,0.044029881,
춘천/Noun,0.044002347,
인하는거/Adjective,0.043996561,
멋있게/Adjective,0.04398236,
올렸어요/Verb,0.043976349,
필로/Noun,0.043970708,
쓸수있게/Verb,0.043959284,
보이는것도/Verb,0.043937616,
여해/Noun,0.043927994,
뷰뭐/Noun,0.043917522,
미묘하게/Adjective,0.043912267,
써도/Verb,0.043908415,
만족하신다네요/Adjective,0.043886641,
용했구요/Adjective,0.043876968,
할수가있어서/Verb,0.043865571,
하니어/Verb,0.043865571,
내다보니/Verb,0.043864765,
階に大きめのカフェがあり、地下に大浴場があり、設備面も良いと思います。/Foreign,0.043863007,
繁華街とはいえ夜?めの時間?でも現地の女性が普通に一人で?いていたりするので、治安も大丈夫だと思います。/Foreign,0.043863007,
結局、運?手さんがどこかに電話をかけて分かったようで、なんとかなりましたが。/Foreign,0.043863007,
日系ホテルということもあり、スタッフの方?は日本語が話せますし、とても丁寧です。/Foreign,0.043863007,
周?エリアは繁華街なので?食店がいっぱいあります。裏にコンビニも/Foreign,0.043863007,
全?的にキレイで洗練されたホテルという印象でした。?然、日本人の?在者が多めですが、韓?人の方?も泊まっているようでした。/Foreign,0.043863007,
件ありますし。夜は非常に賑やかなエリアのようです。/Foreign,0.043863007,
つだけ難を?げるとすれば、空港からタクシ?で?たときに、タクシ?の運?手さんがホテルを知らなかったことです。小さいホテルではないですし、安宿でもないので知っているものだと思っていたため、英語も全く通じずちょっと困りました。スマホで地?を示しても、ホテルのウェブサイトのアクセスペ?ジを見せても分からないようでした。/Foreign,0.043863007,
따뜻하길/Adjective,0.043861369,
름니/Noun,0.043852764,
항산/Noun,0.043851192,
철저하여/Adjective,0.043851192,
지낼수있었음/Verb,0.043851192,
갔다하는게/Verb,0.043847777,
부지런하게/Adjective,0.043836547,
밀릴/Verb,0.043836547,
필요하나/Adjective,0.043836037,
들어가거나/Verb,0.043835405,
불편한것도/Adjective,0.043833569,
하렵니/Noun,0.04382642,
입닏/Noun,0.043815806,
더합니다/Adjective,0.043802092,
돌봐주신/Verb,0.043788245,
해보고싶을/Verb,0.043787074,
맡으로/Verb,0.043787074,
나가자마자/Verb,0.043786342,
개있는/Verb,0.04378197,
행복한에서의/Adjective,0.043781285,
한을/Verb,0.043781285,
치코/Noun,0.043781285,
정형/Noun,0.043781285,
이태/Noun,0.043781285,
오렌지색/Noun,0.043781285,
예사롭지/Adjective,0.043781285,
싱글싱글/Adverb,0.043781285,
시키며/Verb,0.043781285,
솟은/Verb,0.043781285,
삼으며/Verb,0.043781285,
보랏빛/Noun,0.043781285,
버리며/Verb,0.043781285,
반죽/Noun,0.043781285,
무지개/Noun,0.043781285,
메인세/Verb,0.043781285,
만나다니/Verb,0.043781285,
리제/Noun,0.043781285,
띤/Noun,0.043781285,
뛰어넘나/Verb,0.043781285,
고정관념/Noun,0.043781285,
겻들/Noun,0.043781285,
쾌적했으며/Adjective,0.043780455,
산만했/Adjective,0.04377931,
휼룡했어/Noun,0.043763182,
돴/Noun,0.043762305,
튀는거/Verb,0.04375374,
적량/Noun,0.04375374,
가리는데/Verb,0.04375374,
비유/Noun,0.043738932,
들어다주시고/Verb,0.04373696,
차려주셨습니다/Verb,0.043736609,
꺼긴/Verb,0.043736609,
깨끗시설/Noun,0.043724804,
오디토리움/Noun,0.043724316,
청수사/Noun,0.043704981,
와라/Verb,0.043704981,
시조/Noun,0.043704981,
예뻤던/Adjective,0.043697762,
낙/Noun,0.043696628,
함께라/Verb,0.043690967,
비싸지면/Adjective,0.043677114,
많아서요/Adjective,0.043677114,
가득했어요/Adjective,0.043672819,
무섭다/Adjective,0.043672592,
자용/Verb,0.04367255,
유별나게/Adjective,0.04367255,
글귀/Noun,0.04367255,
간결하면서/Adjective,0.04367255,
2만/Number,0.043665485,
익숙해져서/Verb,0.043658489,
계주/Noun,0.043640406,
했습디다/Verb,0.043634457,
상급자/Noun,0.04362172,
확대경/Noun,0.043618434,
뷔폐식/Noun,0.043618434,
가실거면/Verb,0.043612752,
머누/Noun,0.043583812,
많지도/Adjective,0.043568514,
친절하내요/Adjective,0.043565828,
特筆すべきはスタッフのみなさんです。/Foreign,0.043550022,
時間、タクシ?だと/Foreign,0.043550022,
日本語を話せるスタッフが何名かいらっしゃいます。/Foreign,0.043550022,
場所は空港からのリムジンバス停留所前（所要時間約/Foreign,0.043550022,
分ほど）、また地下??も近く、繁華街にあるためとても便利です。/Foreign,0.043550022,
ホテルの屋上は?くはないものの、とても素敵な作りで長居してしまいます。/Foreign,0.043550022,
ナッチッポックンのお?めの店を尋ねた時の「ナッチポックン！私にお任せください！！」とばかりに手を?げて、素早く地?とお店の??をプリントアウトしてくれたあの光景は微笑ましくて忘れられません。/Foreign,0.043550022,
みなさん親切でお店の予約やおすすめの店の紹介、出先からの?りを?遣っていただきホテルカ?ドにハングルでメモまで書いて持たせてくれました。/Foreign,0.043550022,
とくに釜山初心者には買い物やグルメにはポイントが高いと思います。/Foreign,0.043550022,
たまたま私たちの泊まった部屋の作りが、バスル?ムが洗面台を?んで左右にトイレ?シャワ?とバスタブに別れ、バスタブの湯を張るのにバスタブに入り蛇口を開けなければならず、少?不便でした。/Foreign,0.043550022,
きれいなホテルです。/Foreign,0.043550022,
소독/Noun,0.043531457,
적셔서/Verb,0.043523625,
즐길수있는/Verb,0.043521879,
지나다니고/Verb,0.043520627,
대인/Noun,0.043518686,
들어오시더라구요/Verb,0.043496711,
고소하고/Adjective,0.04348687,
알려주셨다면/Verb,0.043466912,
긋하며/Verb,0.043465099,
황송/Noun,0.043457296,
딱이더라구요/Adjective,0.043429195,
좋다만/Adjective,0.043422952,
외쳤습니다/Verb,0.043422952,
끌고와/Verb,0.043422952,
맛잇엇어/Noun,0.043418648,
룸컨션도좋/Noun,0.043401123,
하셨어여/Verb,0.043380815,
좋으셨다고/Adjective,0.043375149,
심하다고/Adjective,0.043371599,
우월/Noun,0.043371117,
리었습/Noun,0.043371117,
설레이게/Adjective,0.043363285,
"

 /Foreign",0.043358242,
안락함에/Adjective,0.043339792,
누리려면/Verb,0.043334286,
해준거/Verb,0.043330759,
풀방/Noun,0.043330759,
맞는데요/Verb,0.043330759,
비면에서/Verb,0.043328397,
구고/Noun,0.04332479,
퍼갈까/Noun,0.043308114,
적당했으며/Adjective,0.04330452,
살려야죠/Verb,0.043295676,
바다거북/Noun,0.043295676,
감사하다고도/Verb,0.043292209,
있아요/Adjective,0.043289847,
소방/Noun,0.043286649,
애행/Noun,0.043283946,
쓴가/Verb,0.043283946,
뜨거웠고/Adjective,0.043280226,
깔끔하고아주/Adjective,0.043277069,
의식/Noun,0.043266921,
간참편하게/Foreign,0.043260308,
노캄/Noun,0.043259216,
깨끗했네요/Adjective,0.04324632,
기라던지/Verb,0.043241035,
뜨는/Verb,0.043233067,
잡아주어서/Verb,0.043224428,
무량/Noun,0.043219023,
장삿속/Noun,0.043212397,
자릿값/Noun,0.043212397,
쌀듯/Verb,0.043212397,
싸냐/Verb,0.043212397,
시부렁/Noun,0.043212397,
받노/Verb,0.043212397,
놀란다/Verb,0.043212397,
거지같은데/Adjective,0.043212397,
ㅎㅋ/KoreanParticle,0.043212397,
部屋の?掃は行き?いており、非常に快適だった。/Foreign,0.04321235,
程度よいレ?トで交換できる。/Foreign,0.04321235,
番出口から地下通路で直通。/Foreign,0.04321235,
用と/Foreign,0.04321235,
本が置いてあったのは好印象。/Foreign,0.04321235,
朝食は食べていないが、?目で見たところでは普通ぽかった。豆から挽くエスプレッソマシンがあったので、コ?ヒ?には困らなさそう。/Foreign,0.04321235,
暖房はオンドル、外は零下の??で暖かいのは助かったが、暑すぎるときに部屋で?度調節が出?ず、フロントまで電話して??してもらう必要があった。/Foreign,0.04321235,
南浦洞の東の外れにあり、地下?南浦?/Foreign,0.04321235,
分程度と非常に便利。ロッテモ?ルも近く、南蒲?/Foreign,0.04321235,
分程度。南浦洞の商店街へも?いて/Foreign,0.04321235,
分くらいのところに/Foreign,0.04321235,
冷?庫の水は無料。宿泊者?と同じ/Foreign,0.04321235,
ロケ?ションが良い/Foreign,0.04321235,
ポ?トは取れず、外部モニタ?としては利用不可。/Foreign,0.04321235,
ホテルから?いて/Foreign,0.04321235,
ベットの枕元に/Foreign,0.04321235,
テレビは/Foreign,0.04321235,
チェックアウト後に荷物を預かってもらった。預けた荷物はロビ?の誰でも通れるところに置くのでちょっと不安だったが、逆に誰の目にもつくので?まれないのかもしれない。/Foreign,0.04321235,
タイプなので、日本の/Foreign,0.04321235,
タイプからは?換器が必要。/Foreign,0.04321235,
シ?ビュ?の部屋にしたが、海側に高いビルが多く、眺めはそこそこ。/Foreign,0.04321235,
インチと大きかったが、/Foreign,0.04321235,
も取れなかったので、携?充電も不可。/Foreign,0.04321235,
のコンビニあり。コンビニから道を?んだ?面のヨンジン?替では空港より/Foreign,0.04321235,
つの充電用ケ?ブルがあり便利。/Foreign,0.04321235,
se/Alpha,0.04321235,
micorusb/Alpha,0.04321235,
5%/Number,0.04321235,
누른거/Verb,0.043201448,
귀걸이/Noun,0.04318739,
손자/Noun,0.043176118,
시켜주어/Verb,0.04316421,
거슬리지/Verb,0.043157685,
보내고싶은/Verb,0.043156896,
즐겨서/Verb,0.043154853,
가리네요/Verb,0.043149055,
흥건함/Noun,0.043148185,
출중/Noun,0.043148185,
다를것으로/Adjective,0.043148185,
안되어있었습니다/Adjective,0.043147189,
찍게/Verb,0.043134345,
반전/Noun,0.043119366,
부전역/Noun,0.043113385,
부산시/Noun,0.043113385,
민공/Noun,0.043113385,
따뜻해져서/Adjective,0.043110738,
춥진/Verb,0.043089479,
추해/Adjective,0.043076463,
다도해/Noun,0.043076463,
티끌/Noun,0.043074851,
가봤던/Verb,0.043069312,
현/Noun,0.043066784,
찍게하는게/Verb,0.043060479,
보며아주/Verb,0.043060479,
무더울/Adjective,0.043060479,
남기고싶었는데/Verb,0.043060479,
축구장/Noun,0.043042952,
작을줄/Adjective,0.043040224,
남겼는데/Verb,0.043037648,
배고는/Verb,0.043037585,
낮앗어요/Adjective,0.043026416,
타다/Verb,0.043025509,
듷/Noun,0.043024874,
기대하지는/Adjective,0.043024753,
말릴수/Verb,0.043021105,
하얗지/Adjective,0.043017941,
특별할인/Adjective,0.043017941,
짐하지/Verb,0.043017941,
지냇다/Noun,0.043017941,
싸더라/Verb,0.043017941,
뿌렸음에도/Verb,0.043017941,
박이었고/Verb,0.043017941,
대소/Noun,0.043017941,
단명/Noun,0.043017941,
가야하겟지만/Verb,0.043017941,
있어기에/Adjective,0.043016066,
대설주의보/Noun,0.043016066,
민감하다는/Adjective,0.043013136,
돌아오는데/Verb,0.043013136,
은공/Noun,0.043007779,
항공권/Noun,0.043004884,
저념/Noun,0.043004884,
아메리칸스타일/Noun,0.043003344,
숙고/Noun,0.042994725,
고급스러웠고/Adjective,0.042991004,
받는다고/Verb,0.042982796,
마상/Noun,0.042979991,
계신는것/Adjective,0.042979991,
됐으나/Verb,0.042974605,
안습/Noun,0.042962188,
깜끔했어/Noun,0.042952918,
들어가기전/Verb,0.042933542,
친절해세/Adjective,0.04291683,
놀앗습니다/Verb,0.042909507,
만지는거/Verb,0.042895455,
즐기려고/Verb,0.042890833,
해오/Verb,0.042873689,
갠데/Noun,0.042871408,
하시오/Verb,0.04286681,
좋았습니까/Adjective,0.042860721,
사해/Noun,0.042855362,
서온/Noun,0.042854811,
있다네요/Adjective,0.042852842,
뺏는데/Verb,0.042852842,
걸릴수도/Verb,0.042852842,
됐었는데/Verb,0.04283617,
뜨는것도/Verb,0.042822586,
사직/Noun,0.042817879,
가고싶으/Verb,0.042812144,
팔찌/Noun,0.042809575,
비즈/Noun,0.042805328,
없는것은/Adjective,0.042804756,
ㅈㅣ/KoreanParticle,0.042799937,
만족해하셔서/Adjective,0.042793113,
가까이있지만/Adjective,0.042782431,
유선영/Noun,0.042766865,
스트로/Noun,0.042766865,
받았던것/Verb,0.042766865,
놓였습니다/Verb,0.042766865,
따가웠네요/Adjective,0.042760316,
즐기곤/Verb,0.042748226,
활기/Noun,0.042743441,
잦고/Verb,0.042727212,
들고다만/Verb,0.042727212,
나가기엔/Verb,0.04271791,
배탈/Noun,0.042709466,
일러와/Verb,0.042705038,
가보셔도/Verb,0.042702579,
에어비앤비/Noun,0.042694289,
왔어서/Verb,0.042694051,
영도구/Noun,0.042684495,
보낸다면/Verb,0.0426822,
싶어졌다/Verb,0.042681242,
없애야/Verb,0.042676093,
멋있지만/Adjective,0.042676093,
물어봐주시고/Verb,0.04267292,
남아있긴/Verb,0.04264534,
묵고가는/Verb,0.042644217,
싶다라고/Verb,0.042637377,
멎져/Verb,0.042637377,
전압/Noun,0.042623468,
끈거울/Verb,0.042615212,
city/Alpha,0.042612973,
마중/Noun,0.042603784,
라인/Noun,0.042599901,
어려운건/Adjective,0.042594329,
뛰어난것/Adjective,0.042594329,
선곡/Noun,0.042575767,
앉음/Verb,0.042568182,
언젠가/Adverb,0.042551731,
즐기신/Verb,0.042543377,
대기였어요/Verb,0.042542798,
햐운데/Noun,0.04253901,
당구/Noun,0.042531664,
애쓰셨던/Verb,0.042519301,
맞춰주시려고/Verb,0.042519301,
비죽/Noun,0.042514832,
기대하지말것/Adjective,0.042514832,
곡/Noun,0.04249896,
푸고요/Verb,0.042497272,
탁세/Noun,0.042497272,
쳐져있고/Verb,0.042497272,
와하는/Verb,0.042497272,
오구싶다/Verb,0.042497272,
들이있는데/Verb,0.042497272,
들어오는것은/Verb,0.042497272,
다녀오기에도/Verb,0.042497272,
기가있어서/Verb,0.042497272,
양치/Noun,0.042496913,
가져다주었습니다/Verb,0.042470821,
몌/Noun,0.042460381,
된어/Verb,0.042460381,
깨끗하고아당/Adjective,0.042460381,
갔으며/Verb,0.042460381,
~~???/Punctuation,0.042460381,
홀리데이/Noun,0.042459362,
돋보였다/Verb,0.042445737,
신흥사/Noun,0.04243697,
됬다고/Verb,0.042416538,
대라/Verb,0.042410998,
낮추어/Verb,0.042388108,
정겨운/Noun,0.042385078,
숼/Noun,0.042370792,
사업/Noun,0.042362896,
채도/Noun,0.042325667,
가능해여/Adjective,0.042289592,
고맙/Adjective,0.042284824,
짚어/Verb,0.042273044,
볼게요/Verb,0.042273044,
많은지요/Adjective,0.042273044,
만족하시고요/Adjective,0.042273044,
대물/Noun,0.042261327,
행복했다/Adjective,0.042245941,
살악산/Noun,0.042243507,
쓰는것도/Verb,0.042234207,
해가거나/Verb,0.04222941,
트램펄린/Noun,0.04222941,
먹을껄/Noun,0.04222941,
낡아있었습니다/Adjective,0.04222941,
난처했구요/Adjective,0.04222941,
다닐수있었어요/Verb,0.042227597,
무럿/Noun,0.04222758,
누릴수는/Verb,0.042221825,
식히/Verb,0.04222054,
드리긴/Verb,0.042200432,
들엇음/Noun,0.042182565,
꼭맘/Noun,0.042182565,
널찍하니/Adjective,0.042171882,
내려오는지/Verb,0.042169625,
신기하다고/Adjective,0.04216761,
헌신/Noun,0.042148539,
雖然旅舍矗立於馬路旁，但我們住的豪華雙人房位在後方，又處於高樓，遠離馬路，相當寧靜。/Foreign,0.042136264,
附有轉接頭，豪華雙人房有/Foreign,0.042136264,
號出口，機場鐵路走/Foreign,0.042136264,
第一天?上有要一台暖氣機，第二天?上回來暖氣機就不見了，應該是工作人員自行收走的，因?我們不太喜歡房間被陌生人進出，出門時都沒有掛?掃牌子，但工作人員擅入不僅沒告知我們，也沒經過同意就帶走暖氣機，是?我們把暖氣機??了?/Foreign,0.042136264,
牛?是?的，若想喝熱的，可以微波/Foreign,0.042136264,
澱粉、菜、肉及水果，吃不飽的人可再加點/Foreign,0.042136264,
機，可再考慮入住，但貴重東西最好隨身?帶，避免造成不必要的誤會。/Foreign,0.042136264,
機，付押金就好/Foreign,0.042136264,
機，下次來玩可再考慮入住，但貴重東西最好隨身?帶，避免造成不必要的誤會。/Foreign,0.042136264,
?所屬於/Foreign,0.042136264,
基於交通方便、住宿寧靜、免費/Foreign,0.042136264,
地鐵走/Foreign,0.042136264,
四、其?：/Foreign,0.042136264,
可租用免費/Foreign,0.042136264,
半/Foreign,0.042136264,
分鐘內都能抵達。/Foreign,0.042136264,
冬季有地熱，若?會冷，可以?櫃台額外要暖氣機。/Foreign,0.042136264,
六、總評：/Foreign,0.042136264,
交通方便、住宿寧靜、免費/Foreign,0.042136264,
五、缺點：/Foreign,0.042136264,
二、住宿：/Foreign,0.042136264,
乾濕分離，衣服掛著不會濕，但水仍會弄濕非淋浴區的地板。/Foreign,0.042136264,
三、早餐：/Foreign,0.042136264,
一日遊的集合地點，在對面馬路，走個斑馬線過去就到了。/Foreign,0.042136264,
一、交通：/Foreign,0.042136264,
띠/Noun,0.042134143,
기요/Noun,0.042131459,
할거라/Verb,0.042126388,
생각나/Verb,0.04212536,
이긴해/Verb,0.04212419,
어우러지는/Verb,0.042115315,
않는군요/Verb,0.04211112,
피곤했었는데/Adjective,0.042100077,
좋고데보다/Adjective,0.042096371,
보이구요/Verb,0.042092378,
생겨요/Verb,0.042084204,
시간표/Noun,0.042073377,
3년/Number,0.042070286,
꼼꼼하지는/Adjective,0.042059359,
앨리스/Noun,0.042047996,
했다리/Verb,0.042047242,
개임/Noun,0.042045373,
왁/Adverb,0.042025903,
해주시는/Verb,0.042001601,
해서호탤방/Noun,0.041990235,
쨌든/Verb,0.041990235,
죽어있더라구요/Verb,0.041990235,
웃었네요/Verb,0.041990235,
없을텐데/Adjective,0.041990235,
뿌려놨더니/Verb,0.041990235,
머신기/Adjective,0.041986622,
가온/Noun,0.041984275,
찾아다니기/Verb,0.041971711,
